ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13635355,JH473970,10/19/2024 02:30:00 AM,064XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,true,false,1632,016,36,17,05,1133081,1920586,2024,05/18/2025 03:40:55 PM,41.938313125,-87.786312492,POINT (-87.786312492 41.938313125)
13656694,JH499627,10/19/2024 02:07:00 AM,030XX N CLYBOURN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1931,019,32,5,06,1160820,1920229,2024,05/17/2025 03:40:52 PM,41.936802526,-87.684374947,POINT (-87.684374947 41.936802526)
13639201,JH478654,10/19/2024 02:00:00 AM,006XX N MILWAUKEE AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1214,012,27,24,05,1169678,1904777,2024,05/17/2025 03:40:52 PM,41.894212781,-87.652271734,POINT (-87.652271734 41.894212781)
13635280,JH473919,10/19/2024 01:45:00 AM,056XX N RIDGE AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,2013,020,48,77,05,1167105,1937500,2024,05/17/2025 03:40:52 PM,41.98406193,-87.660778632,POINT (-87.660778632 41.98406193)
13635352,JH473986,10/19/2024 01:15:00 AM,015XX W LAKE ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1215,012,27,28,06,1165990,1901519,2024,05/17/2025 03:40:52 PM,41.885352119,-87.665909625,POINT (-87.665909625 41.885352119)
13637212,JH476273,10/19/2024 01:00:00 AM,063XX N TRIPP AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1711,017,39,12,06,1146901,1941698,2024,05/17/2025 03:40:52 PM,41.995992799,-87.734978459,POINT (-87.734978459 41.995992799)
13706269,JH559926,10/19/2024 12:00:00 AM,049XX W FERDINAND ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1532,015,37,25,05,1143252,1902877,2024,05/17/2025 03:40:52 PM,41.889533559,-87.749374451,POINT (-87.749374451 41.889533559)
13636070,JH474794,10/18/2024 11:30:00 PM,015XX E 65TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0321,003,5,42,05,1187720,1862199,2024,05/17/2025 03:40:52 PM,41.776964353,-87.587368169,POINT (-87.587368169 41.776964353)
13641897,JH473865,10/18/2024 11:28:00 PM,003XX E 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,DAY CARE CENTER,false,false,0623,006,6,44,05,1179512,1852693,2024,05/17/2025 03:40:52 PM,41.751070314,-87.617748076,POINT (-87.617748076 41.751070314)
13635360,JH473979,10/18/2024 11:00:00 PM,036XX W ARTHINGTON ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1133,011,24,29,06,1152416,1895799,2024,05/17/2025 03:40:52 PM,41.869934707,-87.715907111,POINT (-87.715907111 41.869934707)
13636540,JH475508,10/18/2024 11:00:00 PM,029XX N MENARD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2514,025,30,19,05,1137208,1918875,2024,05/17/2025 03:40:52 PM,41.933544692,-87.771185841,POINT (-87.771185841 41.933544692)
13635463,JH474068,10/18/2024 09:30:00 PM,063XX S RHODES AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0312,003,20,42,05,1180990,1863152,2024,05/17/2025 03:40:52 PM,41.779737027,-87.612010587,POINT (-87.612010587 41.779737027)
13636993,JH475176,10/18/2024 08:00:00 PM,034XX W ADDISON ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ATHLETIC CLUB,false,false,1732,017,35,21,06,1152637,1923718,2024,05/17/2025 03:40:52 PM,41.946542649,-87.714356095,POINT (-87.714356095 41.946542649)
13635893,JH474587,10/18/2024 08:00:00 PM,040XX W GRENSHAW ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1132,011,24,29,05,1149567,1894734,2024,05/17/2025 03:40:52 PM,41.867067979,-87.726394369,POINT (-87.726394369 41.867067979)
13635895,JH474353,10/18/2024 07:49:00 PM,038XX W OGDEN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,OTHER (SPECIFY),false,false,1014,010,24,29,06,1150908,1889349,2024,05/17/2025 03:40:52 PM,41.852264776,-87.721612191,POINT (-87.721612191 41.852264776)
13637565,JH476617,10/18/2024 06:30:00 PM,016XX W 38TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,0912,009,12,59,06,1165986,1879528,2024,05/17/2025 03:40:52 PM,41.82500689,-87.666551414,POINT (-87.666551414 41.82500689)
13635958,JH474408,10/18/2024 04:30:00 PM,055XX N LUNA AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,false,false,1623,016,45,11,06,1138192,1936543,2024,05/17/2025 03:40:52 PM,41.982009591,-87.767140639,POINT (-87.767140639 41.982009591)
13634455,JH472887,10/18/2024 09:55:00 AM,039XX S ALBANY AVE,0620,BURGLARY,UNLAWFUL ENTRY,STREET,false,false,0921,009,12,58,05,1156315,1878486,2024,05/17/2025 03:40:52 PM,41.822347994,-87.702059869,POINT (-87.702059869 41.822347994)
13635588,JH473679,10/18/2024 07:00:00 AM,046XX N WINCHESTER AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1912,019,47,4,05,1162579,1930822,2024,05/17/2025 03:40:52 PM,41.965833546,-87.677612538,POINT (-87.677612538 41.965833546)
13634654,JH472986,10/18/2024 05:21:00 AM,054XX W HARRISON ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,true,false,1522,015,29,25,05,1140252,1896787,2024,05/17/2025 03:40:52 PM,41.872877317,-87.760541139,POINT (-87.760541139 41.872877317)
13634607,JH472842,10/18/2024 05:20:00 AM,024XX W DEVON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,false,false,2413,024,50,2,05,1158701,1942407,2024,05/17/2025 03:40:52 PM,41.997703857,-87.691552022,POINT (-87.691552022 41.997703857)
13634733,JH473352,10/18/2024 05:08:00 AM,013XX W WILSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1913,019,46,3,05,1166469,1930665,2024,05/17/2025 03:40:52 PM,41.965320149,-87.663314347,POINT (-87.663314347 41.965320149)
13634513,JH472870,10/18/2024 04:24:00 AM,002XX N PAULINA ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1215,012,27,28,05,1165023,1901871,2024,05/17/2025 03:40:52 PM,41.886338617,-87.669450614,POINT (-87.669450614 41.886338617)
13634387,JH472689,10/18/2024 04:15:00 AM,013XX W WASHINGTON BLVD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,true,false,1224,012,27,28,05,1167253,1900640,2024,05/17/2025 03:40:52 PM,41.882913028,-87.661296956,POINT (-87.661296956 41.882913028)
13634351,JH472674,10/18/2024 04:03:00 AM,010XX W GRANVILLE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,2433,024,48,77,05,1168002,1941343,2024,05/17/2025 03:40:52 PM,41.994587832,-87.657368059,POINT (-87.657368059 41.994587832)
13634570,JH472769,10/18/2024 03:35:00 AM,001XX S ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1224,012,34,28,05,1165777,1899437,2024,05/17/2025 03:40:52 PM,41.87964349,-87.666751182,POINT (-87.666751182 41.87964349)
13634289,JH472601,10/18/2024 12:47:00 AM,077XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0624,006,6,69,05,1181247,1853741,2024,05/17/2025 03:40:52 PM,41.753906366,-87.611358003,POINT (-87.611358003 41.753906366)
13634222,JH472609,10/18/2024 12:00:00 AM,024XX W 25TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,true,false,1034,010,25,31,05,1160336,1887340,2024,05/17/2025 03:40:52 PM,41.846562352,-87.687064109,POINT (-87.687064109 41.846562352)
13634776,JH472470,10/17/2024 09:39:00 PM,030XX S AVERS AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,1031,010,22,30,06,1151195,1883940,2024,05/17/2025 03:40:52 PM,41.837416186,-87.720700427,POINT (-87.720700427 41.837416186)
13634207,JH472489,10/17/2024 08:00:00 PM,025XX N KEDZIE BLVD,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1414,014,35,22,06,1154610,1916705,2024,05/17/2025 03:40:52 PM,41.927259128,-87.707292164,POINT (-87.707292164 41.927259128)
13635260,JH473900,10/17/2024 08:00:00 PM,016XX W WARREN BLVD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1224,012,27,28,05,1165514,1900428,2024,05/17/2025 03:40:52 PM,41.882368475,-87.667688654,POINT (-87.667688654 41.882368475)
13634210,JH472498,10/17/2024 07:45:00 PM,021XX N ROCKWELL ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1431,014,1,22,06,1158591,1914325,2024,05/17/2025 03:40:52 PM,41.920647543,-87.69272894,POINT (-87.69272894 41.920647543)
13634150,JH472372,10/17/2024 07:36:00 PM,028XX S QUINN ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0913,009,11,60,05,1170089,1885669,2024,05/17/2025 03:40:52 PM,41.841770001,-87.651319819,POINT (-87.651319819 41.841770001)
13634226,JH472570,10/17/2024 07:30:00 PM,028XX W MEDILL AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,false,false,1414,014,1,22,06,1156763,1915471,2024,05/17/2025 03:40:52 PM,41.923829531,-87.699414279,POINT (-87.699414279 41.923829531)
13634225,JH472532,10/17/2024 07:00:00 PM,014XX N MILWAUKEE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1424,014,1,24,06,1163723,1909813,2024,05/17/2025 03:40:52 PM,41.908159565,-87.674000381,POINT (-87.674000381 41.908159565)
13634468,JH472969,10/17/2024 06:00:00 PM,006XX W HUBBARD ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1214,012,27,24,06,1171627,1903300,2024,05/17/2025 03:40:52 PM,41.890117125,-87.645157222,POINT (-87.645157222 41.890117125)
13634234,JH472581,10/17/2024 06:00:00 PM,018XX W EVERGREEN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1424,014,1,24,06,1163749,1909667,2024,05/17/2025 03:40:52 PM,41.907758382,-87.673908994,POINT (-87.673908994 41.907758382)
13649868,JH491443,10/17/2024 05:00:00 PM,080XX S SAGINAW AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0422,004,7,46,05,1195242,1852103,2024,05/17/2025 03:40:52 PM,41.749077847,-87.560125951,POINT (-87.560125951 41.749077847)
13633851,JH472055,10/17/2024 03:00:00 PM,054XX S PAULINA ST,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,0932,009,16,61,05,1165934,1868706,2024,05/17/2025 03:40:52 PM,41.795311203,-87.66705,POINT (-87.66705 41.795311203)
13633907,JH471955,10/17/2024 02:00:00 PM,007XX W 19TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1235,012,25,31,05,1171619,1890871,2024,05/17/2025 03:40:52 PM,41.856011243,-87.645552346,POINT (-87.645552346 41.856011243)
13633678,JH471889,10/17/2024 01:25:00 PM,123XX S YALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0523,005,9,53,05,1176839,1823174,2024,05/17/2025 03:40:52 PM,41.670126672,-87.628428752,POINT (-87.628428752 41.670126672)
13634063,JH472339,10/17/2024 01:00:00 PM,074XX S LUELLA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0333,003,7,43,05,1192503,1856044,2024,05/17/2025 03:40:52 PM,41.759959379,-87.570034381,POINT (-87.570034381 41.759959379)
13633749,JH472013,10/17/2024 11:30:00 AM,036XX N LAKE SHORE DR,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1925,019,46,6,06,1171841,1924794,2024,05/17/2025 03:40:52 PM,41.949092979,-87.643736581,POINT (-87.643736581 41.949092979)
13633548,JH471675,10/17/2024 10:10:00 AM,054XX S DORCHESTER AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,0234,002,5,41,06,1186465,1869591,2024,05/17/2025 03:40:52 PM,41.797278375,-87.591735162,POINT (-87.591735162 41.797278375)
13633611,JH471623,10/17/2024 09:30:00 AM,037XX W 63RD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0823,008,23,65,05,1152482,1862572,2024,05/17/2025 03:40:52 PM,41.778754097,-87.716540543,POINT (-87.716540543 41.778754097)
13633464,JH471526,10/17/2024 09:02:00 AM,068XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0322,003,6,69,05,1180100,1859693,2024,05/17/2025 03:40:52 PM,41.770265624,-87.615379281,POINT (-87.615379281 41.770265624)
13634071,JH472080,10/17/2024 08:45:00 AM,109XX S MICHIGAN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0513,005,9,49,05,1178850,1832546,2024,05/17/2025 03:40:52 PM,41.695799448,-87.620785048,POINT (-87.620785048 41.695799448)
13633544,JH471545,10/17/2024 08:10:00 AM,019XX E 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0413,004,8,51,05,1190757,1842359,2024,05/17/2025 03:40:52 PM,41.722448807,-87.576874247,POINT (-87.576874247 41.722448807)
13634886,JH473179,10/17/2024 08:00:00 AM,055XX S KEDVALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0813,008,13,62,05,1149643,1867581,2024,05/17/2025 03:40:52 PM,41.792554987,-87.726819129,POINT (-87.726819129 41.792554987)
13638177,JH477412,10/17/2024 08:00:00 AM,021XX W DICKENS AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1432,014,32,22,06,1161741,1913826,2024,05/17/2025 03:40:52 PM,41.919213099,-87.681169135,POINT (-87.681169135 41.919213099)
13634068,JH472298,10/17/2024 07:00:00 AM,026XX N MENARD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2514,025,30,19,05,1137273,1916867,2024,05/17/2025 03:40:52 PM,41.928033351,-87.770995364,POINT (-87.770995364 41.928033351)
13633351,JH471532,10/17/2024 05:59:00 AM,031XX N HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1934,019,44,6,05,1170370,1921251,2024,05/17/2025 03:40:52 PM,41.939403198,-87.649247637,POINT (-87.649247637 41.939403198)
13634716,JH472165,10/17/2024 05:00:00 AM,095XX S DOBSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0511,005,8,50,05,1184887,1841843,2024,05/17/2025 03:40:52 PM,41.721172375,-87.598391144,POINT (-87.598391144 41.721172375)
13633604,JH471827,10/17/2024 04:00:00 AM,022XX N LINCOLN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1812,018,43,7,05,1171674,1915100,2024,05/17/2025 03:40:52 PM,41.922495936,-87.644636696,POINT (-87.644636696 41.922495936)
13633216,JH471333,10/17/2024 03:49:00 AM,016XX W 59TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0715,007,16,67,05,1166570,1865587,2024,05/17/2025 03:40:52 PM,41.786738738,-87.664806711,POINT (-87.664806711 41.786738738)
13633210,JH471316,10/17/2024 02:42:00 AM,080XX S ELLIS AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,true,0631,006,8,44,05,1184291,1851855,2024,05/17/2025 03:40:52 PM,41.74866035,-87.600261793,POINT (-87.600261793 41.74866035)
13645437,JH480084,10/17/2024 12:00:00 AM,070XX S NORMAL BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0732,007,6,68,05,1174165,1858235,2024,05/17/2025 03:40:52 PM,41.766398596,-87.637177705,POINT (-87.637177705 41.766398596)
13633415,JH471549,10/17/2024 12:00:00 AM,011XX N CENTRAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,1524,015,37,25,05,1138797,1907203,2024,05/17/2025 03:40:52 PM,41.901486668,-87.765630205,POINT (-87.765630205 41.901486668)
13635661,JH474285,10/16/2024 11:47:00 PM,064XX S RICHARDS DR,0610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,false,false,0331,003,5,42,05,1189894,1862705,2024,05/17/2025 03:40:52 PM,41.778300831,-87.579382212,POINT (-87.579382212 41.778300831)
13633647,JH471913,10/16/2024 11:00:00 PM,016XX W NORTH AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1433,014,1,24,06,1165350,1910724,2024,05/17/2025 03:40:52 PM,41.910624936,-87.667997673,POINT (-87.667997673 41.910624936)
13633429,JH471617,10/16/2024 10:30:00 PM,049XX S CORNELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0222,002,5,39,05,1187866,1872513,2024,05/17/2025 03:40:52 PM,41.805263266,-87.586504488,POINT (-87.586504488 41.805263266)
13633307,JH471427,10/16/2024 09:00:00 PM,014XX W LILL AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1932,019,32,7,06,1166384,1917039,2024,05/17/2025 03:40:52 PM,41.927931599,-87.664018092,POINT (-87.664018092 41.927931599)
13633369,JH471578,10/16/2024 09:00:00 PM,003XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1223,012,27,24,05,1160351,1902373,2024,05/17/2025 03:40:52 PM,41.887814051,-87.686593413,POINT (-87.686593413 41.887814051)
13633619,JH471871,10/16/2024 09:00:00 PM,025XX N SHEFFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1932,019,43,7,05,1169187,1917220,2024,05/17/2025 03:40:52 PM,41.928367769,-87.653712909,POINT (-87.653712909 41.928367769)
13633126,JH471208,10/16/2024 08:30:00 PM,032XX N KEELER AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1731,017,30,16,05,1147835,1921394,2024,05/17/2025 03:40:52 PM,41.940259199,-87.732066833,POINT (-87.732066833 41.940259199)
13632960,JH470993,10/16/2024 05:50:00 PM,0000X E 101ST PL,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0511,005,9,49,05,1178633,1837693,2024,05/17/2025 03:40:52 PM,41.709928453,-87.621423777,POINT (-87.621423777 41.709928453)
13633036,JH471167,10/16/2024 03:00:00 PM,014XX W FULLERTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1811,018,2,7,05,1166350,1916045,2024,05/17/2025 03:40:52 PM,41.925204736,-87.664171534,POINT (-87.664171534 41.925204736)
13632914,JH471055,10/16/2024 02:00:00 PM,004XX W DIVISION ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1823,018,27,8,05,1172902,1908282,2024,05/17/2025 03:40:52 PM,41.90375986,-87.640327096,POINT (-87.640327096 41.90375986)
13654735,JH496445,10/16/2024 08:00:00 AM,060XX W GIDDINGS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1622,016,41,15,05,1135145,1930925,2024,05/17/2025 03:40:52 PM,41.966648006,-87.778480697,POINT (-87.778480697 41.966648006)
13633497,JH471157,10/16/2024 06:30:00 AM,071XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0323,003,6,69,05,1181798,1857885,2024,05/17/2025 03:40:52 PM,41.765265227,-87.609210963,POINT (-87.609210963 41.765265227)
13632878,JH471017,10/16/2024 06:15:00 AM,082XX S WENTWORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0622,006,6,44,05,1176422,1850321,2024,05/17/2025 03:40:52 PM,41.744631222,-87.629142442,POINT (-87.629142442 41.744631222)
13632252,JH470157,10/16/2024 06:05:00 AM,031XX W HOMER ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,1421,014,26,22,05,1155041,1912793,2024,05/17/2025 03:40:52 PM,41.916515638,-87.705813603,POINT (-87.705813603 41.916515638)
13632567,JH470227,10/16/2024 05:36:00 AM,116XX S LOWE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,true,0524,005,21,53,05,1174038,1827673,2024,05/17/2025 03:40:52 PM,41.68253507,-87.638547329,POINT (-87.638547329 41.68253507)
13633282,JH470497,10/16/2024 05:30:00 AM,016XX N MEADE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,2513,025,29,25,06,1135495,1910359,2024,05/17/2025 03:40:52 PM,41.910206445,-87.777683915,POINT (-87.777683915 41.910206445)
13632211,JH470120,10/16/2024 05:00:00 AM,067XX S RACINE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,0724,007,17,67,05,1169480,1860134,2024,05/17/2025 03:40:52 PM,41.77171246,-87.654294989,POINT (-87.654294989 41.77171246)
13632701,JH470760,10/16/2024 03:00:00 AM,022XX S HOMAN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1024,010,22,30,06,1154049,1888827,2024,05/17/2025 03:40:52 PM,41.850770366,-87.710097652,POINT (-87.710097652 41.850770366)
13632899,JH471022,10/16/2024 03:00:00 AM,076XX S SANGAMON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0621,006,17,71,05,1171297,1854260,2024,05/17/2025 03:40:52 PM,41.755553911,-87.647806072,POINT (-87.647806072 41.755553911)
13632294,JH470084,10/16/2024 02:42:00 AM,049XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,1533,015,28,25,05,1143578,1899572,2024,05/17/2025 03:40:52 PM,41.880458148,-87.748259978,POINT (-87.748259978 41.880458148)
13632371,JH470166,10/16/2024 02:04:00 AM,033XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1412,014,35,21,05,1153407,1921085,2024,05/17/2025 03:40:52 PM,41.939302209,-87.711595995,POINT (-87.711595995 41.939302209)
13632297,JH470071,10/16/2024 01:30:00 AM,0000X S LEAMINGTON AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1533,015,28,25,06,1142141,1899417,2024,05/17/2025 03:40:52 PM,41.88005957,-87.753540414,POINT (-87.753540414 41.88005957)
13632627,JH469884,10/15/2024 09:53:00 PM,029XX E 81ST ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,0422,004,7,46,06,1197011,1851823,2024,05/17/2025 03:40:52 PM,41.748265701,-87.553653096,POINT (-87.553653096 41.748265701)
13636712,JH475682,10/15/2024 09:30:00 PM,025XX N LINCOLN AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER (SPECIFY),false,false,1932,019,43,7,05,1169758,1916906,2024,05/17/2025 03:40:52 PM,41.927493699,-87.651623872,POINT (-87.651623872 41.927493699)
13632213,JH470075,10/15/2024 08:00:00 PM,031XX N PULASKI RD,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE - COMMERCIAL,false,false,2523,025,31,21,06,1149179,1920548,2024,05/17/2025 03:40:52 PM,41.93791173,-87.727149134,POINT (-87.727149134 41.93791173)
13632557,JH470131,10/15/2024 07:45:00 PM,054XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,0815,008,23,62,05,1150627,1868268,2024,05/17/2025 03:40:52 PM,41.794421113,-87.723193011,POINT (-87.723193011 41.794421113)
13632331,JH470137,10/15/2024 07:30:00 PM,051XX S MICHIGAN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,0225,002,3,40,06,1178033,1870797,2024,05/17/2025 03:40:52 PM,41.800783206,-87.622619555,POINT (-87.622619555 41.800783206)
13632020,JH469775,10/15/2024 07:16:00 PM,125XX S EMERALD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,9,53,05,1173603,1821694,2024,05/17/2025 03:40:52 PM,41.666137334,-87.640315714,POINT (-87.640315714 41.666137334)
13632356,JH470356,10/15/2024 06:05:00 PM,016XX N KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2534,025,26,23,05,1147471,1910614,2024,05/17/2025 03:40:52 PM,41.910684871,-87.73368174,POINT (-87.73368174 41.910684871)
13632034,JH469886,10/15/2024 06:00:00 PM,046XX S LAKE PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,39,05,1185893,1874489,2024,05/17/2025 03:40:52 PM,41.810732368,-87.593678161,POINT (-87.593678161 41.810732368)
13631881,JH469529,10/15/2024 04:30:00 PM,034XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,true,0211,002,3,35,05,1178495,1882302,2024,05/17/2025 03:40:52 PM,41.832343394,-87.620575287,POINT (-87.620575287 41.832343394)
13633487,JH471678,10/15/2024 02:20:00 PM,003XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),false,false,1223,012,27,24,05,1160351,1902373,2024,05/17/2025 03:40:52 PM,41.887814051,-87.686593413,POINT (-87.686593413 41.887814051)
13631538,JH469290,10/15/2024 01:20:00 PM,099XX S VAN VLISSINGEN RD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0431,004,7,51,05,1191810,1839371,2024,05/17/2025 03:40:52 PM,41.714223976,-87.573113953,POINT (-87.573113953 41.714223976)
13675278,JH522239,10/15/2024 01:00:00 PM,087XX S BENNETT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0412,004,8,48,05,1190371,1847337,2024,05/17/2025 03:40:52 PM,41.736118232,-87.578128114,POINT (-87.578128114 41.736118232)
13631522,JH469183,10/15/2024 11:45:00 AM,005XX W ADDISON ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,false,false,1925,019,46,6,06,1171689,1924523,2024,05/17/2025 03:40:52 PM,41.9483527,-87.644303312,POINT (-87.644303312 41.9483527)
13632173,JH469834,10/15/2024 11:00:00 AM,042XX N DAMEN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,1912,019,47,5,06,1162248,1928349,2024,05/17/2025 03:40:52 PM,41.959054462,-87.678899005,POINT (-87.678899005 41.959054462)
