P1_001N,GEO_ID,state,county,tract,block group
466,1500000US170315002002,17,031,500200,2
1222,1500000US170315002001,17,031,500200,1
654,1500000US170315003001,17,031,500300,1
933,1500000US170315003002,17,031,500300,2
1358,1500000US170315101001,17,031,510100,1
1873,1500000US170315101002,17,031,510100,2
840,1500000US170315102002,17,031,510200,2
1008,1500000US170315102001,17,031,510200,1
1074,1500000US170315102003,17,031,510200,3
1203,1500000US170315103001,17,031,510300,1
1960,1500000US170315103004,17,031,510300,4
1059,1500000US170315103002,17,031,510300,2
628,1500000US170315103003,17,031,510300,3
1745,1500000US170315201001,17,031,520100,1
1258,1500000US170315202002,17,031,520200,2
709,1500000US170315202001,17,031,520200,1
1371,1500000US170315202003,17,031,520200,3
1465,1500000US170315203002,17,031,520300,2
1509,1500000US170315203001,17,031,520300,1
1128,1500000US170315203003,17,031,520300,3
1573,1500000US170315203004,17,031,520300,4
909,1500000US170315204001,17,031,520400,1
966,1500000US170315204003,17,031,520400,3
980,1500000US170315204002,17,031,520400,2
1200,1500000US170315204004,17,031,520400,4
2136,1500000US170315205002,17,031,520500,2
894,1500000US170315205001,17,031,520500,1
1390,1500000US170315205003,17,031,520500,3
2530,1500000US170315206001,17,031,520600,1
1191,1500000US170315301001,17,031,530100,1
1006,1500000US170315301002,17,031,530100,2
540,1500000US170315302002,17,031,530200,2
1164,1500000US170315302005,17,031,530200,5
734,1500000US170315302001,17,031,530200,1
525,1500000US170315302003,17,031,530200,3
1165,1500000US170315302004,17,031,530200,4
813,1500000US170315303001,17,031,530300,1
770,1500000US170315303002,17,031,530300,2
858,1500000US170315303003,17,031,530300,3
1523,1500000US170315303004,17,031,530300,4
841,1500000US170315304001,17,031,530400,1
1218,1500000US170315304002,17,031,530400,2
1292,1500000US170315305011,17,031,530501,1
1118,1500000US170315305012,17,031,530501,2
856,1500000US170315305013,17,031,530501,3
1248,1500000US170315305014,17,031,530501,4
1570,1500000US170315305021,17,031,530502,1
1424,1500000US170315305031,17,031,530503,1
1907,1500000US170315305032,17,031,530503,2
1567,1500000US170315305033,17,031,530503,3
820,1500000US170315306002,17,031,530600,2
1263,1500000US170315306001,17,031,530600,1
691,1500000US170315306003,17,031,530600,3
2486,1500000US170315401012,17,031,540101,2
1838,1500000US170315401011,17,031,540101,1
665,1500000US170315401023,17,031,540102,3
749,1500000US170315401021,17,031,540102,1
1524,1500000US170315401022,17,031,540102,2
1456,1500000US170315501003,17,031,550100,3
764,1500000US170315501005,17,031,550100,5
1487,1500000US170315501001,17,031,550100,1
918,1500000US170315501002,17,031,550100,2
784,1500000US170315501004,17,031,550100,4
1610,1500000US170315501006,17,031,550100,6
1049,1500000US170315502002,17,031,550200,2
1920,1500000US170315502001,17,031,550200,1
1477,1500000US170315601001,17,031,560100,1
1409,1500000US170315602002,17,031,560200,2
301,1500000US170315602001,17,031,560200,1
1789,1500000US170315603001,17,031,560300,1
1464,1500000US170315603002,17,031,560300,2
1630,1500000US170315604001,17,031,560400,1
2280,1500000US170315607002,17,031,560700,2
1355,1500000US170315607001,17,031,560700,1
1219,1500000US170315608001,17,031,560800,1
855,1500000US170315608004,17,031,560800,4
1459,1500000US170315608002,17,031,560800,2
1016,1500000US170315608003,17,031,560800,3
1133,1500000US170315608005,17,031,560800,5
1106,1500000US170315609001,17,031,560900,1
1057,1500000US170315609004,17,031,560900,4
634,1500000US170315609002,17,031,560900,2
895,1500000US170315609003,17,031,560900,3
573,1500000US170315609005,17,031,560900,5
847,1500000US170315609006,17,031,560900,6
1055,1500000US170315610001,17,031,561000,1
618,1500000US170315610004,17,031,561000,4
661,1500000US170315610002,17,031,561000,2
1021,1500000US170315610003,17,031,561000,3
1045,1500000US170315610005,17,031,561000,5
908,1500000US170315610006,17,031,561000,6
732,1500000US170315611001,17,031,561100,1
784,1500000US170315611003,17,031,561100,3
704,1500000US170315611006,17,031,561100,6
823,1500000US170315611002,17,031,561100,2
1246,1500000US170315611004,17,031,561100,4
1292,1500000US170315611005,17,031,561100,5
1316,1500000US170315701001,17,031,570100,1
2096,1500000US170315702001,17,031,570200,1
1497,1500000US170315703001,17,031,570300,1
1086,1500000US170315703002,17,031,570300,2
1585,1500000US170315703003,17,031,570300,3
2208,1500000US170315703004,17,031,570300,4
944,1500000US170315704001,17,031,570400,1
825,1500000US170315704002,17,031,570400,2
1061,1500000US170315705001,17,031,570500,1
1578,1500000US170315705002,17,031,570500,2
1717,1500000US170315801001,17,031,580100,1
1511,1500000US170315801002,17,031,580100,2
1306,1500000US170315802001,17,031,580200,1
2160,1500000US170315802002,17,031,580200,2
2577,1500000US170315803001,17,031,580300,1
1133,1500000US170315804002,17,031,580400,2
1125,1500000US170315804001,17,031,580400,1
1223,1500000US170315804003,17,031,580400,3
1065,1500000US170315804004,17,031,580400,4
1293,1500000US170315805011,17,031,580501,1
1357,1500000US170315805014,17,031,580501,4
840,1500000US170315805012,17,031,580501,2
1680,1500000US170315805013,17,031,580501,3
2618,1500000US170315805023,17,031,580502,3
1048,1500000US170315805021,17,031,580502,1
1679,1500000US170315805022,17,031,580502,2
1694,1500000US170315806003,17,031,580600,3
901,1500000US170315806001,17,031,580600,1
1200,1500000US170315806002,17,031,580600,2
1610,1500000US170315806004,17,031,580600,4
2716,1500000US170315807002,17,031,580700,2
1156,1500000US170315807001,17,031,580700,1
1749,1500000US170315807003,17,031,580700,3
2058,1500000US170315808001,17,031,580800,1
1854,1500000US170315905001,17,031,590500,1
1212,1500000US170315906002,17,031,590600,2
1098,1500000US170315906001,17,031,590600,1
1167,1500000US170315906003,17,031,590600,3
1331,1500000US170315907002,17,031,590700,2
1696,1500000US170315907001,17,031,590700,1
1716,1500000US170316004003,17,031,600400,3
1549,1500000US170316004001,17,031,600400,1
1032,1500000US170316004002,17,031,600400,2
1881,1500000US170316006001,17,031,600600,1
1107,1500000US170316006002,17,031,600600,2
1258,1500000US170316007001,17,031,600700,1
1333,1500000US170316007002,17,031,600700,2
672,1500000US170316009001,17,031,600900,1
1153,1500000US170316009004,17,031,600900,4
1148,1500000US170316009002,17,031,600900,2
709,1500000US170316009003,17,031,600900,3
1679,1500000US170316103003,17,031,610300,3
1787,1500000US170316103001,17,031,610300,1
1944,1500000US170316103002,17,031,610300,2
2029,1500000US170316104001,17,031,610400,1
1512,1500000US170316108001,17,031,610800,1
976,1500000US170316112001,17,031,611200,1
1704,1500000US170316112002,17,031,611200,2
1073,1500000US170316113002,17,031,611300,2
971,1500000US170316113001,17,031,611300,1
1624,1500000US170316113003,17,031,611300,3
931,1500000US170316114002,17,031,611400,2
1495,1500000US170316114001,17,031,611400,1
1311,1500000US170316114003,17,031,611400,3
1296,1500000US170316115001,17,031,611500,1
2291,1500000US170316115002,17,031,611500,2
1062,1500000US170316116001,17,031,611600,1
859,1500000US170316116002,17,031,611600,2
735,1500000US170316117001,17,031,611700,1
628,1500000US170316117002,17,031,611700,2
817,1500000US170316117003,17,031,611700,3
1502,1500000US170316118001,17,031,611800,1
703,1500000US170316118002,17,031,611800,2
1260,1500000US170316119001,17,031,611900,1
724,1500000US170316119002,17,031,611900,2
497,1500000US170316120001,17,031,612000,1
951,1500000US170316120002,17,031,612000,2
1168,1500000US170316121001,17,031,612100,1
1480,1500000US170316122002,17,031,612200,2
1313,1500000US170316122001,17,031,612200,1
1146,1500000US170316122003,17,031,612200,3
1977,1500000US170316201002,17,031,620100,2
1431,1500000US170316201001,17,031,620100,1
1159,1500000US170316201003,17,031,620100,3
1056,1500000US170316202001,17,031,620200,1
1334,1500000US170316202002,17,031,620200,2
1099,1500000US170316203002,17,031,620300,2
847,1500000US170316203005,17,031,620300,5
864,1500000US170316203001,17,031,620300,1
1169,1500000US170316203003,17,031,620300,3
963,1500000US170316203004,17,031,620300,4
1468,1500000US170316203006,17,031,620300,6
1418,1500000US170316204002,17,031,620400,2
1328,1500000US170316204001,17,031,620400,1
1063,1500000US170316204003,17,031,620400,3
1218,1500000US170316204004,17,031,620400,4
2388,1500000US170316303001,17,031,630300,1
2997,1500000US170316303002,17,031,630300,2
1790,1500000US170316304001,17,031,630400,1
1961,1500000US170316304004,17,031,630400,4
1578,1500000US170316304002,17,031,630400,2
1875,1500000US170316304003,17,031,630400,3
1526,1500000US170316305003,17,031,630500,3
1773,1500000US170316305001,17,031,630500,1
1390,1500000US170316305002,17,031,630500,2
1582,1500000US170316305004,17,031,630500,4
1153,1500000US170316306002,17,031,630600,2
2097,1500000US170316306001,17,031,630600,1
1590,1500000US170316308003,17,031,630800,3
1645,1500000US170316308001,17,031,630800,1
1713,1500000US170316308002,17,031,630800,2
1693,1500000US170316308004,17,031,630800,4
1780,1500000US170316309002,17,031,630900,2
1688,1500000US170316309001,17,031,630900,1
1736,1500000US170316309003,17,031,630900,3
1312,1500000US170316401001,17,031,640100,1
848,1500000US170316403003,17,031,640300,3
1201,1500000US170316403006,17,031,640300,6
830,1500000US170316403001,17,031,640300,1
1274,1500000US170316403002,17,031,640300,2
1609,1500000US170316403004,17,031,640300,4
948,1500000US170316403005,17,031,640300,5
1522,1500000US170316404001,17,031,640400,1
1868,1500000US170316404002,17,031,640400,2
2074,1500000US170316405001,17,031,640500,1
1822,1500000US170316405002,17,031,640500,2
927,1500000US170316406001,17,031,640600,1
1552,1500000US170316406002,17,031,640600,2
1584,1500000US170316406003,17,031,640600,3
836,1500000US170316407001,17,031,640700,1
784,1500000US170316407002,17,031,640700,2
851,1500000US170316407003,17,031,640700,3
827,1500000US170316407004,17,031,640700,4
939,1500000US170316408001,17,031,640800,1
860,1500000US170316408002,17,031,640800,2
1320,1500000US170316501001,17,031,650100,1
1164,1500000US170316501002,17,031,650100,2
1122,1500000US170316501003,17,031,650100,3
1159,1500000US170316501004,17,031,650100,4
1618,1500000US170316502002,17,031,650200,2
686,1500000US170316502005,17,031,650200,5
1281,1500000US170316502001,17,031,650200,1
1323,1500000US170316502003,17,031,650200,3
1470,1500000US170316502004,17,031,650200,4
873,1500000US170316502006,17,031,650200,6
1743,1500000US170316503012,17,031,650301,2
1261,1500000US170316503011,17,031,650301,1
1634,1500000US170316503013,17,031,650301,3
1191,1500000US170316503014,17,031,650301,4
2062,1500000US170316503021,17,031,650302,1
2460,1500000US170316503022,17,031,650302,2
1155,1500000US170316504002,17,031,650400,2
1490,1500000US170316504004,17,031,650400,4
1117,1500000US170316504001,17,031,650400,1
1656,1500000US170316504003,17,031,650400,3
1476,1500000US170316504005,17,031,650400,5
1543,1500000US170316505002,17,031,650500,2
1129,1500000US170316505001,17,031,650500,1
1729,1500000US170316505003,17,031,650500,3
1850,1500000US170316603011,17,031,660301,1
1197,1500000US170316603021,17,031,660302,1
1587,1500000US170316603024,17,031,660302,4
1433,1500000US170316603022,17,031,660302,2
1332,1500000US170316603023,17,031,660302,3
1389,1500000US170316604003,17,031,660400,3
1527,1500000US170316604001,17,031,660400,1
1302,1500000US170316604002,17,031,660400,2
1474,1500000US170316604004,17,031,660400,4
1385,1500000US170316605002,17,031,660500,2
1158,1500000US170316605004,17,031,660500,4
1270,1500000US170316605001,17,031,660500,1
1200,1500000US170316605003,17,031,660500,3
1217,1500000US170316606003,17,031,660600,3
1006,1500000US170316606001,17,031,660600,1
1111,1500000US170316606002,17,031,660600,2
1398,1500000US170316606004,17,031,660600,4
1672,1500000US170316606005,17,031,660600,5
887,1500000US170316607001,17,031,660700,1
1189,1500000US170316607002,17,031,660700,2
1179,1500000US170316608002,17,031,660800,2
1716,1500000US170316608005,17,031,660800,5
1184,1500000US170316608003,17,031,660800,3
1044,1500000US170316608001,17,031,660800,1
991,1500000US170316608004,17,031,660800,4
1455,1500000US170316609002,17,031,660900,2
1504,1500000US170316609001,17,031,660900,1
1487,1500000US170316609003,17,031,660900,3
987,1500000US170316610001,17,031,661000,1
800,1500000US170316610002,17,031,661000,2
943,1500000US170316610003,17,031,661000,3
1339,1500000US170316610004,17,031,661000,4
1687,1500000US170316610005,17,031,661000,5
1385,1500000US170316611001,17,031,661100,1
988,1500000US170316611002,17,031,661100,2
1185,1500000US170316611003,17,031,661100,3
1327,1500000US170316611004,17,031,661100,4
1748,1500000US170316611005,17,031,661100,5
604,1500000US170316701001,17,031,670100,1
745,1500000US170316701002,17,031,670100,2
1325,1500000US170316702001,17,031,670200,1
541,1500000US170316703001,17,031,670300,1
746,1500000US170316703002,17,031,670300,2
1585,1500000US170316704001,17,031,670400,1
1148,1500000US170316705001,17,031,670500,1
826,1500000US170316706001,17,031,670600,1
513,1500000US170316706002,17,031,670600,2
669,1500000US170316707001,17,031,670700,1
583,1500000US170316707002,17,031,670700,2
833,1500000US170316708002,17,031,670800,2
644,1500000US170316708001,17,031,670800,1
691,1500000US170316709002,17,031,670900,2
481,1500000US170316709001,17,031,670900,1
994,1500000US170316711001,17,031,671100,1
980,1500000US170316712001,17,031,671200,1
932,1500000US170316713001,17,031,671300,1
611,1500000US170316713002,17,031,671300,2
505,1500000US170316713003,17,031,671300,3
833,1500000US170316714001,17,031,671400,1
725,1500000US170316714002,17,031,671400,2
1229,1500000US170316715002,17,031,671500,2
568,1500000US170316715001,17,031,671500,1
919,1500000US170316715003,17,031,671500,3
616,1500000US170316716002,17,031,671600,2
702,1500000US170316716001,17,031,671600,1
486,1500000US170316716003,17,031,671600,3
1142,1500000US170316718001,17,031,671800,1
1122,1500000US170316719001,17,031,671900,1
816,1500000US170316720002,17,031,672000,2
904,1500000US170316720001,17,031,672000,1
997,1500000US170316720003,17,031,672000,3
680,1500000US170316720004,17,031,672000,4
1307,1500000US170316805001,17,031,680500,1
1165,1500000US170316806001,17,031,680600,1
680,1500000US170316809002,17,031,680900,2
1113,1500000US170316809001,17,031,680900,1
796,1500000US170316809003,17,031,680900,3
984,1500000US170316809004,17,031,680900,4
443,1500000US170316810001,17,031,681000,1
568,1500000US170316810003,17,031,681000,3
556,1500000US170316810002,17,031,681000,2
1006,1500000US170316810004,17,031,681000,4
522,1500000US170316811002,17,031,681100,2
504,1500000US170316811005,17,031,681100,5
598,1500000US170316811001,17,031,681100,1
681,1500000US170316811003,17,031,681100,3
568,1500000US170316811004,17,031,681100,4
1097,1500000US170316812003,17,031,681200,3
954,1500000US170316812001,17,031,681200,1
302,1500000US170316812002,17,031,681200,2
860,1500000US170316813001,17,031,681300,1
722,1500000US170316813002,17,031,681300,2
600,1500000US170316813003,17,031,681300,3
473,1500000US170316814001,17,031,681400,1
623,1500000US170316814002,17,031,681400,2
804,1500000US170316814003,17,031,681400,3
574,1500000US170316814004,17,031,681400,4
730,1500000US170316903001,17,031,690300,1
1572,1500000US170316903002,17,031,690300,2
729,1500000US170316904001,17,031,690400,1
1098,1500000US170316904002,17,031,690400,2
768,1500000US170316904003,17,031,690400,3
768,1500000US170316904004,17,031,690400,4
992,1500000US170316905001,17,031,690500,1
633,1500000US170316909002,17,031,690900,2
1181,1500000US170316909005,17,031,690900,5
691,1500000US170316909001,17,031,690900,1
882,1500000US170316909003,17,031,690900,3
863,1500000US170316909004,17,031,690900,4
637,1500000US170316910003,17,031,691000,3
703,1500000US170316910001,17,031,691000,1
687,1500000US170316910002,17,031,691000,2
641,1500000US170316910004,17,031,691000,4
611,1500000US170316911001,17,031,691100,1
1067,1500000US170316911004,17,031,691100,4
687,1500000US170316911002,17,031,691100,2
615,1500000US170316911003,17,031,691100,3
548,1500000US170316912003,17,031,691200,3
1131,1500000US170316912001,17,031,691200,1
598,1500000US170316912002,17,031,691200,2
1262,1500000US170316913001,17,031,691300,1
1112,1500000US170316913002,17,031,691300,2
586,1500000US170316914001,17,031,691400,1
612,1500000US170316914004,17,031,691400,4
741,1500000US170316914002,17,031,691400,2
684,1500000US170316914003,17,031,691400,3
788,1500000US170316914005,17,031,691400,5
536,1500000US170316915001,17,031,691500,1
656,1500000US170316915002,17,031,691500,2
614,1500000US170316915003,17,031,691500,3
2131,1500000US170317001001,17,031,700100,1
1195,1500000US170317001002,17,031,700100,2
1563,1500000US170317002002,17,031,700200,2
1402,1500000US170317002001,17,031,700200,1
1802,1500000US170317002003,17,031,700200,3
1787,1500000US170317002004,17,031,700200,4
1733,1500000US170317003011,17,031,700301,1
1639,1500000US170317003012,17,031,700301,2
2390,1500000US170317003013,17,031,700301,3
1417,1500000US170317003021,17,031,700302,1
1884,1500000US170317003024,17,031,700302,4
984,1500000US170317003022,17,031,700302,2
1377,1500000US170317003023,17,031,700302,3
1542,1500000US170317004012,17,031,700401,2
1954,1500000US170317004011,17,031,700401,1
1510,1500000US170317004013,17,031,700401,3
816,1500000US170317004014,17,031,700401,4
1105,1500000US170317004021,17,031,700402,1
1317,1500000US170317004022,17,031,700402,2
1660,1500000US170317004023,17,031,700402,3
1316,1500000US170317005011,17,031,700501,1
888,1500000US170317005012,17,031,700501,2
1473,1500000US170317005013,17,031,700501,3
1562,1500000US170317005014,17,031,700501,4
790,1500000US170317005015,17,031,700501,5
883,1500000US170317005016,17,031,700501,6
1343,1500000US170317005021,17,031,700502,1
1635,1500000US170317005022,17,031,700502,2
1015,1500000US170317101001,17,031,710100,1
756,1500000US170317102001,17,031,710200,1
984,1500000US170317102002,17,031,710200,2
882,1500000US170317102003,17,031,710200,3
738,1500000US170317102004,17,031,710200,4
1275,1500000US170317102005,17,031,710200,5
1424,1500000US170317103001,17,031,710300,1
676,1500000US170317104004,17,031,710400,4
887,1500000US170317104006,17,031,710400,6
569,1500000US170317104001,17,031,710400,1
1041,1500000US170317104002,17,031,710400,2
856,1500000US170317104003,17,031,710400,3
1395,1500000US170317104005,17,031,710400,5
659,1500000US170317105003,17,031,710500,3
1140,1500000US170317105001,17,031,710500,1
1230,1500000US170317105002,17,031,710500,2
1007,1500000US170317105004,17,031,710500,4
881,1500000US170317106002,17,031,710600,2
825,1500000US170317106001,17,031,710600,1
1054,1500000US170317107003,17,031,710700,3
607,1500000US170317107001,17,031,710700,1
800,1500000US170317107002,17,031,710700,2
959,1500000US170317107004,17,031,710700,4
712,1500000US170317108002,17,031,710800,2
1012,1500000US170317108004,17,031,710800,4
565,1500000US170317108001,17,031,710800,1
870,1500000US170317108003,17,031,710800,3
804,1500000US170317108005,17,031,710800,5
841,1500000US170317108006,17,031,710800,6
664,1500000US170317109001,17,031,710900,1
1278,1500000US170317109002,17,031,710900,2
1431,1500000US170317110002,17,031,711000,2
847,1500000US170317110001,17,031,711000,1
780,1500000US170317110003,17,031,711000,3
878,1500000US170317111002,17,031,711100,2
883,1500000US170317111001,17,031,711100,1
738,1500000US170317111003,17,031,711100,3
964,1500000US170317112002,17,031,711200,2
1872,1500000US170317112004,17,031,711200,4
1177,1500000US170317112001,17,031,711200,1
674,1500000US170317112003,17,031,711200,3
604,1500000US170317113001,17,031,711300,1
858,1500000US170317113002,17,031,711300,2
801,1500000US170317114001,17,031,711400,1
912,1500000US170317114002,17,031,711400,2
681,1500000US170317114003,17,031,711400,3
1040,1500000US170317115001,17,031,711500,1
1332,1500000US170317115002,17,031,711500,2
1470,1500000US170317201002,17,031,720100,2
961,1500000US170317201001,17,031,720100,1
913,1500000US170317201003,17,031,720100,3
1200,1500000US170317202002,17,031,720200,2
1015,1500000US170317202001,17,031,720200,1
1916,1500000US170317202003,17,031,720200,3
849,1500000US170317203001,17,031,720300,1
715,1500000US170317203002,17,031,720300,2
1346,1500000US170317203003,17,031,720300,3
727,1500000US170317203004,17,031,720300,4
802,1500000US170317204001,17,031,720400,1
1159,1500000US170317204002,17,031,720400,2
774,1500000US170317205001,17,031,720500,1
1312,1500000US170317205002,17,031,720500,2
846,1500000US170317206001,17,031,720600,1
845,1500000US170317206002,17,031,720600,2
1493,1500000US170317207001,17,031,720700,1
868,1500000US170317207002,17,031,720700,2
712,1500000US170317207003,17,031,720700,3
810,1500000US170317301001,17,031,730100,1
753,1500000US170317301002,17,031,730100,2
899,1500000US170317301003,17,031,730100,3
1105,1500000US170317302012,17,031,730201,2
982,1500000US170317302015,17,031,730201,5
943,1500000US170317302011,17,031,730201,1
1316,1500000US170317302013,17,031,730201,3
1281,1500000US170317302014,17,031,730201,4
724,1500000US170317302023,17,031,730202,3
1147,1500000US170317302021,17,031,730202,1
1022,1500000US170317302022,17,031,730202,2
1046,1500000US170317303001,17,031,730300,1
1119,1500000US170317304002,17,031,730400,2
792,1500000US170317304001,17,031,730400,1
668,1500000US170317304003,17,031,730400,3
807,1500000US170317304004,17,031,730400,4
771,1500000US170317305001,17,031,730500,1
1716,1500000US170317305004,17,031,730500,4
705,1500000US170317305002,17,031,730500,2
1028,1500000US170317305003,17,031,730500,3
1381,1500000US170317306002,17,031,730600,2
613,1500000US170317306001,17,031,730600,1
1260,1500000US170317306003,17,031,730600,3
1455,1500000US170317307002,17,031,730700,2
826,1500000US170317307001,17,031,730700,1
667,1500000US170317401003,17,031,740100,3
674,1500000US170317401001,17,031,740100,1
678,1500000US170317401002,17,031,740100,2
1215,1500000US170317401004,17,031,740100,4
1307,1500000US170317402002,17,031,740200,2
1569,1500000US170317402001,17,031,740200,1
1399,1500000US170317402003,17,031,740200,3
1555,1500000US170317402004,17,031,740200,4
990,1500000US170317403001,17,031,740300,1
807,1500000US170317403003,17,031,740300,3
1221,1500000US170317403002,17,031,740300,2
877,1500000US170317403004,17,031,740300,4
974,1500000US170317403005,17,031,740300,5
898,1500000US170317404001,17,031,740400,1
791,1500000US170317404004,17,031,740400,4
869,1500000US170317404002,17,031,740400,2
2137,1500000US170317404003,17,031,740400,3
827,1500000US170317501003,17,031,750100,3
992,1500000US170317501001,17,031,750100,1
748,1500000US170317501002,17,031,750100,2
1169,1500000US170317501004,17,031,750100,4
820,1500000US170317502002,17,031,750200,2
838,1500000US170317502004,17,031,750200,4
688,1500000US170317502001,17,031,750200,1
678,1500000US170317502003,17,031,750200,3
745,1500000US170317503001,17,031,750300,1
874,1500000US170317503002,17,031,750300,2
851,1500000US170317503003,17,031,750300,3
1479,1500000US170317504001,17,031,750400,1
786,1500000US170317504002,17,031,750400,2
644,1500000US170317504003,17,031,750400,3
1831,1500000US170317505001,17,031,750500,1
726,1500000US170317505002,17,031,750500,2
1875,1500000US170317505003,17,031,750500,3
1186,1500000US170317505004,17,031,750500,4
1112,1500000US170317506001,17,031,750600,1
786,1500000US170317506002,17,031,750600,2
771,1500000US170317506003,17,031,750600,3
751,1500000US170317506004,17,031,750600,4
1783,1500000US170317608012,17,031,760801,2
2620,1500000US170317608011,17,031,760801,1
2374,1500000US170317608021,17,031,760802,1
1792,1500000US170317608032,17,031,760803,2
1583,1500000US170317608031,17,031,760803,1
1677,1500000US170317608033,17,031,760803,3
1342,1500000US170317608034,17,031,760803,4
2500,1500000US170317702011,17,031,770201,1
2101,1500000US170317702012,17,031,770201,2
1293,1500000US170317702013,17,031,770201,3
1650,1500000US170317702021,17,031,770202,1
2071,1500000US170317702022,17,031,770202,2
1339,1500000US170317702023,17,031,770202,3
913,1500000US170317703001,17,031,770300,1
1854,1500000US170317703004,17,031,770300,4
1582,1500000US170317703002,17,031,770300,2
1416,1500000US170317703003,17,031,770300,3
1469,1500000US170317703005,17,031,770300,5
1682,1500000US170317704002,17,031,770400,2
1376,1500000US170317704001,17,031,770400,1
1317,1500000US170317704003,17,031,770400,3
3685,1500000US170317705001,17,031,770500,1
947,1500000US170317705002,17,031,770500,2
1230,1500000US170317706012,17,031,770601,2
1016,1500000US170317706011,17,031,770601,1
1026,1500000US170317706013,17,031,770601,3
1440,1500000US170317706022,17,031,770602,2
1942,1500000US170317706021,17,031,770602,1
1380,1500000US170317706023,17,031,770602,3
1775,1500000US170317707002,17,031,770700,2
762,1500000US170317707001,17,031,770700,1
2648,1500000US170317708001,17,031,770800,1
3013,1500000US170317708002,17,031,770800,2
1218,1500000US170317709011,17,031,770901,1
1979,1500000US170317709014,17,031,770901,4
1144,1500000US170317709012,17,031,770901,2
904,1500000US170317709013,17,031,770901,3
1869,1500000US170317709022,17,031,770902,2
1863,1500000US170317709021,17,031,770902,1
965,1500000US170318001001,17,031,800100,1
1430,1500000US170318001002,17,031,800100,2
1234,1500000US170318002001,17,031,800200,1
966,1500000US170318002004,17,031,800200,4
1313,1500000US170318002002,17,031,800200,2
834,1500000US170318002003,17,031,800200,3
1230,1500000US170318002005,17,031,800200,5
889,1500000US170318002006,17,031,800200,6
1292,1500000US170318003001,17,031,800300,1
630,1500000US170318003002,17,031,800300,2
1691,1500000US170318003003,17,031,800300,3
1321,1500000US170318004001,17,031,800400,1
1556,1500000US170318004002,17,031,800400,2
1059,1500000US170318004003,17,031,800400,3
831,1500000US170318005001,17,031,800500,1
1076,1500000US170318005002,17,031,800500,2
895,1500000US170318005003,17,031,800500,3
1314,1500000US170318005004,17,031,800500,4
1017,1500000US170318005005,17,031,800500,5
1368,1500000US170318006001,17,031,800600,1
1061,1500000US170318006002,17,031,800600,2
844,1500000US170318007001,17,031,800700,1
2227,1500000US170318007002,17,031,800700,2
809,1500000US170318007003,17,031,800700,3
1377,1500000US170318007004,17,031,800700,4
2426,1500000US170318008001,17,031,800800,1
816,1500000US170318009002,17,031,800900,2
1047,1500000US170318009004,17,031,800900,4
1338,1500000US170318009001,17,031,800900,1
1304,1500000US170318009003,17,031,800900,3
836,1500000US170318010001,17,031,801000,1
1673,1500000US170318010004,17,031,801000,4
1267,1500000US170318010002,17,031,801000,2
1561,1500000US170318010003,17,031,801000,3
1350,1500000US170318011003,17,031,801100,3
761,1500000US170318011001,17,031,801100,1
1161,1500000US170318011002,17,031,801100,2
1599,1500000US170318011004,17,031,801100,4
828,1500000US170318012002,17,031,801200,2
1138,1500000US170318012001,17,031,801200,1
1685,1500000US170318012003,17,031,801200,3
1398,1500000US170318013004,17,031,801300,4
904,1500000US170318013001,17,031,801300,1
1238,1500000US170318013002,17,031,801300,2
890,1500000US170318013003,17,031,801300,3
1533,1500000US170318014001,17,031,801400,1
1389,1500000US170318014002,17,031,801400,2
2713,1500000US170318015001,17,031,801500,1
2090,1500000US170318015002,17,031,801500,2
1769,1500000US170318015003,17,031,801500,3
2805,1500000US170318016011,17,031,801601,1
1929,1500000US170318016012,17,031,801601,2
2570,1500000US170318016032,17,031,801603,2
1568,1500000US170318016031,17,031,801603,1
1708,1500000US170318016053,17,031,801605,3
765,1500000US170318016055,17,031,801605,5
1463,1500000US170318016051,17,031,801605,1
904,1500000US170318016052,17,031,801605,2
1043,1500000US170318016054,17,031,801605,4
1618,1500000US170318016063,17,031,801606,3
928,1500000US170318016061,17,031,801606,1
1309,1500000US170318016062,17,031,801606,2
707,1500000US170318016064,17,031,801606,4
2154,1500000US170318016065,17,031,801606,5
1712,1500000US170318016071,17,031,801607,1
1070,1500000US170318016072,17,031,801607,2
2443,1500000US170318016073,17,031,801607,3
2244,1500000US170318016081,17,031,801608,1
2650,1500000US170318016084,17,031,801608,4
1397,1500000US170318016082,17,031,801608,2
766,1500000US170318016083,17,031,801608,3
2273,1500000US170318017011,17,031,801701,1
1573,1500000US170318017012,17,031,801701,2
1411,1500000US170318017021,17,031,801702,1
1165,1500000US170318017022,17,031,801702,2
1470,1500000US170318017023,17,031,801702,3
710,1500000US170318017024,17,031,801702,4
1607,1500000US170318018001,17,031,801800,1
1150,1500000US170318018002,17,031,801800,2
1783,1500000US170318018003,17,031,801800,3
1432,1500000US170318018004,17,031,801800,4
2151,1500000US170318019011,17,031,801901,1
1897,1500000US170318019012,17,031,801901,2
968,1500000US170318019013,17,031,801901,3
1077,1500000US170318019021,17,031,801902,1
1419,1500000US170318019022,17,031,801902,2
924,1500000US170318019023,17,031,801902,3
2623,1500000US170318020021,17,031,802002,1
2507,1500000US170318020022,17,031,802002,2
2679,1500000US170318020031,17,031,802003,1
710,1500000US170318020041,17,031,802004,1
1935,1500000US170318020044,17,031,802004,4
1501,1500000US170318020042,17,031,802004,2
1725,1500000US170318020043,17,031,802004,3
