P1_001N,GEO_ID,state,county,tract,block group
1515,1500000US170311902002,17,031,190200,2
1232,1500000US170311902001,17,031,190200,1
1590,1500000US170311902003,17,031,190200,3
1315,1500000US170311902004,17,031,190200,4
1261,1500000US170311903001,17,031,190300,1
1230,1500000US170311903004,17,031,190300,4
1547,1500000US170311903002,17,031,190300,2
1700,1500000US170311903003,17,031,190300,3
2623,1500000US170311904012,17,031,190401,2
1702,1500000US170311904011,17,031,190401,1
3024,1500000US170311904022,17,031,190402,2
2270,1500000US170311904021,17,031,190402,1
1116,1500000US170311906011,17,031,190601,1
1124,1500000US170311906012,17,031,190601,2
2142,1500000US170311906013,17,031,190601,3
1352,1500000US170311906021,17,031,190602,1
2112,1500000US170311906022,17,031,190602,2
1914,1500000US170311906023,17,031,190602,3
1735,1500000US170311907011,17,031,190701,1
1237,1500000US170311907012,17,031,190701,2
1508,1500000US170311907022,17,031,190702,2
1426,1500000US170311907021,17,031,190702,1
2018,1500000US170311907023,17,031,190702,3
1074,1500000US170311908002,17,031,190800,2
1305,1500000US170311908005,17,031,190800,5
977,1500000US170311908001,17,031,190800,1
1715,1500000US170311908003,17,031,190800,3
1760,1500000US170311908004,17,031,190800,4
1927,1500000US170311909001,17,031,190900,1
935,1500000US170311910001,17,031,191000,1
1487,1500000US170311910002,17,031,191000,2
796,1500000US170311911001,17,031,191100,1
1001,1500000US170311911002,17,031,191100,2
1094,1500000US170311911003,17,031,191100,3
1468,1500000US170311911004,17,031,191100,4
2182,1500000US170311911005,17,031,191100,5
992,1500000US170311911006,17,031,191100,6
2677,1500000US170311912001,17,031,191200,1
1133,1500000US170311912002,17,031,191200,2
2167,1500000US170311913011,17,031,191301,1
1488,1500000US170311913012,17,031,191301,2
1559,1500000US170311913013,17,031,191301,3
2507,1500000US170311913021,17,031,191302,1
2433,1500000US170311913022,17,031,191302,2
837,1500000US170312001001,17,031,200100,1
1433,1500000US170312001002,17,031,200100,2
1848,1500000US170312001003,17,031,200100,3
1066,1500000US170312002001,17,031,200200,1
1304,1500000US170312002004,17,031,200200,4
1645,1500000US170312002002,17,031,200200,2
1147,1500000US170312002003,17,031,200200,3
860,1500000US170312003001,17,031,200300,1
1155,1500000US170312003002,17,031,200300,2
1200,1500000US170312004011,17,031,200401,1
2543,1500000US170312004012,17,031,200401,2
1433,1500000US170312004022,17,031,200402,2
1598,1500000US170312004021,17,031,200402,1
1161,1500000US170312004023,17,031,200402,3
1508,1500000US170312101002,17,031,210100,2
1461,1500000US170312101001,17,031,210100,1
1097,1500000US170312101003,17,031,210100,3
1112,1500000US170312104002,17,031,210400,2
1800,1500000US170312104001,17,031,210400,1
2393,1500000US170312105012,17,031,210501,2
1162,1500000US170312105011,17,031,210501,1
1067,1500000US170312105023,17,031,210502,3
1823,1500000US170312105021,17,031,210502,1
1209,1500000US170312105022,17,031,210502,2
1345,1500000US170312106013,17,031,210601,3
660,1500000US170312106011,17,031,210601,1
712,1500000US170312106012,17,031,210601,2
1900,1500000US170312106023,17,031,210602,3
1292,1500000US170312106021,17,031,210602,1
956,1500000US170312106022,17,031,210602,2
1578,1500000US170312107003,17,031,210700,3
948,1500000US170312107001,17,031,210700,1
1381,1500000US170312107002,17,031,210700,2
986,1500000US170312108001,17,031,210800,1
1040,1500000US170312109002,17,031,210900,2
2130,1500000US170312109001,17,031,210900,1
966,1500000US170312203002,17,031,220300,2
1241,1500000US170312203001,17,031,220300,1
1097,1500000US170312204001,17,031,220400,1
1482,1500000US170312204002,17,031,220400,2
1147,1500000US170312205001,17,031,220500,1
835,1500000US170312205002,17,031,220500,2
769,1500000US170312205003,17,031,220500,3
749,1500000US170312206011,17,031,220601,1
886,1500000US170312206012,17,031,220601,2
1776,1500000US170312206022,17,031,220602,2
1164,1500000US170312206021,17,031,220602,1
889,1500000US170312206023,17,031,220602,3
1048,1500000US170312206024,17,031,220602,4
819,1500000US170312207011,17,031,220701,1
729,1500000US170312207012,17,031,220701,2
1372,1500000US170312207013,17,031,220701,3
1291,1500000US170312207021,17,031,220702,1
738,1500000US170312207022,17,031,220702,2
819,1500000US170312207023,17,031,220702,3
805,1500000US170312207024,17,031,220702,4
882,1500000US170312209011,17,031,220901,1
1022,1500000US170312209012,17,031,220901,2
999,1500000US170312209013,17,031,220901,3
1404,1500000US170312209021,17,031,220902,1
1555,1500000US170312209022,17,031,220902,2
1196,1500000US170312210001,17,031,221000,1
1236,1500000US170312210002,17,031,221000,2
1587,1500000US170312211001,17,031,221100,1
1778,1500000US170312211002,17,031,221100,2
1075,1500000US170312211003,17,031,221100,3
1352,1500000US170312212001,17,031,221200,1
1602,1500000US170312212002,17,031,221200,2
1075,1500000US170312213002,17,031,221300,2
1458,1500000US170312213001,17,031,221300,1
529,1500000US170312213003,17,031,221300,3
1021,1500000US170312214002,17,031,221400,2
1200,1500000US170312214001,17,031,221400,1
1164,1500000US170312214003,17,031,221400,3
1221,1500000US170312215001,17,031,221500,1
1688,1500000US170312215002,17,031,221500,2
1520,1500000US170312216002,17,031,221600,2
1639,1500000US170312216001,17,031,221600,1
1020,1500000US170312222001,17,031,222200,1
1136,1500000US170312222002,17,031,222200,2
1415,1500000US170312225001,17,031,222500,1
1599,1500000US170312226001,17,031,222600,1
1151,1500000US170312227002,17,031,222700,2
931,1500000US170312227001,17,031,222700,1
960,1500000US170312228001,17,031,222800,1
1089,1500000US170312229001,17,031,222900,1
1504,1500000US170312301001,17,031,230100,1
1834,1500000US170312302001,17,031,230200,1
956,1500000US170312303001,17,031,230300,1
1069,1500000US170312304001,17,031,230400,1
1166,1500000US170312304002,17,031,230400,2
2265,1500000US170312305001,17,031,230500,1
1154,1500000US170312305002,17,031,230500,2
1337,1500000US170312306002,17,031,230600,2
1572,1500000US170312306005,17,031,230600,5
701,1500000US170312306001,17,031,230600,1
1011,1500000US170312306003,17,031,230600,3
924,1500000US170312306004,17,031,230600,4
1272,1500000US170312306006,17,031,230600,6
1165,1500000US170312307002,17,031,230700,2
1403,1500000US170312307001,17,031,230700,1
1644,1500000US170312307003,17,031,230700,3
2006,1500000US170312307004,17,031,230700,4
1234,1500000US170312308001,17,031,230800,1
2069,1500000US170312309002,17,031,230900,2
1699,1500000US170312309001,17,031,230900,1
1276,1500000US170312309003,17,031,230900,3
1214,1500000US170312311001,17,031,231100,1
1242,1500000US170312312001,17,031,231200,1
1126,1500000US170312312002,17,031,231200,2
1170,1500000US170312312003,17,031,231200,3
1164,1500000US170312312004,17,031,231200,4
1281,1500000US170312312005,17,031,231200,5
766,1500000US170312315001,17,031,231500,1
865,1500000US170312315002,17,031,231500,2
1136,1500000US170312315003,17,031,231500,3
1383,1500000US170312315004,17,031,231500,4
1505,1500000US170312315005,17,031,231500,5
1556,1500000US170312402001,17,031,240200,1
1362,1500000US170312403001,17,031,240300,1
2610,1500000US170312405001,17,031,240500,1
1489,1500000US170312406001,17,031,240600,1
1499,1500000US170312407001,17,031,240700,1
778,1500000US170312408001,17,031,240800,1
909,1500000US170312408002,17,031,240800,2
1122,1500000US170312409001,17,031,240900,1
1235,1500000US170312410001,17,031,241000,1
1128,1500000US170312410002,17,031,241000,2
1863,1500000US170312411002,17,031,241100,2
1711,1500000US170312411001,17,031,241100,1
851,1500000US170312412002,17,031,241200,2
863,1500000US170312412001,17,031,241200,1
1848,1500000US170312413001,17,031,241300,1
982,1500000US170312414002,17,031,241400,2
1355,1500000US170312414001,17,031,241400,1
1392,1500000US170312414003,17,031,241400,3
1544,1500000US170312414004,17,031,241400,4
1314,1500000US170312415001,17,031,241500,1
674,1500000US170312415002,17,031,241500,2
966,1500000US170312415003,17,031,241500,3
1480,1500000US170312416001,17,031,241600,1
2054,1500000US170312416002,17,031,241600,2
1889,1500000US170312420002,17,031,242000,2
1653,1500000US170312420001,17,031,242000,1
1150,1500000US170312420003,17,031,242000,3
1139,1500000US170312421001,17,031,242100,1
1176,1500000US170312421002,17,031,242100,2
1661,1500000US170312421003,17,031,242100,3
1938,1500000US170312422001,17,031,242200,1
2144,1500000US170312422002,17,031,242200,2
1924,1500000US170312423002,17,031,242300,2
1644,1500000US170312423001,17,031,242300,1
1213,1500000US170312424001,17,031,242400,1
1689,1500000US170312424002,17,031,242400,2
1802,1500000US170312425001,17,031,242500,1
1624,1500000US170312425002,17,031,242500,2
1567,1500000US170312426002,17,031,242600,2
1498,1500000US170312426001,17,031,242600,1
1609,1500000US170312426003,17,031,242600,3
991,1500000US170312426004,17,031,242600,4
1938,1500000US170312427001,17,031,242700,1
1507,1500000US170312428001,17,031,242800,1
1405,1500000US170312429001,17,031,242900,1
557,1500000US170312429002,17,031,242900,2
1235,1500000US170312430002,17,031,243000,2
999,1500000US170312430001,17,031,243000,1
1416,1500000US170312431001,17,031,243100,1
833,1500000US170312431002,17,031,243100,2
1148,1500000US170312432001,17,031,243200,1
1139,1500000US170312432002,17,031,243200,2
1562,1500000US170312433002,17,031,243300,2
869,1500000US170312433001,17,031,243300,1
1307,1500000US170312434001,17,031,243400,1
619,1500000US170312434002,17,031,243400,2
954,1500000US170312434003,17,031,243400,3
1354,1500000US170312435001,17,031,243500,1
3392,1500000US170312435002,17,031,243500,2
1390,1500000US170312502001,17,031,250200,1
1389,1500000US170312502002,17,031,250200,2
1350,1500000US170312503001,17,031,250300,1
953,1500000US170312503002,17,031,250300,2
1834,1500000US170312503003,17,031,250300,3
605,1500000US170312503004,17,031,250300,4
682,1500000US170312504001,17,031,250400,1
1266,1500000US170312504002,17,031,250400,2
1451,1500000US170312504003,17,031,250400,3
900,1500000US170312504004,17,031,250400,4
1490,1500000US170312504005,17,031,250400,5
1266,1500000US170312505001,17,031,250500,1
965,1500000US170312505004,17,031,250500,4
827,1500000US170312505006,17,031,250500,6
1406,1500000US170312505002,17,031,250500,2
887,1500000US170312505003,17,031,250500,3
825,1500000US170312505005,17,031,250500,5
1139,1500000US170312505007,17,031,250500,7
1101,1500000US170312506002,17,031,250600,2
961,1500000US170312506001,17,031,250600,1
1096,1500000US170312506003,17,031,250600,3
1045,1500000US170312506004,17,031,250600,4
1194,1500000US170312507001,17,031,250700,1
1100,1500000US170312507004,17,031,250700,4
1125,1500000US170312507002,17,031,250700,2
998,1500000US170312507003,17,031,250700,3
1515,1500000US170312507005,17,031,250700,5
1172,1500000US170312508002,17,031,250800,2
1260,1500000US170312508001,17,031,250800,1
1075,1500000US170312510001,17,031,251000,1
1037,1500000US170312511001,17,031,251100,1
1400,1500000US170312511004,17,031,251100,4
1113,1500000US170312511002,17,031,251100,2
918,1500000US170312511003,17,031,251100,3
906,1500000US170312512003,17,031,251200,3
722,1500000US170312512001,17,031,251200,1
728,1500000US170312512002,17,031,251200,2
1554,1500000US170312512004,17,031,251200,4
827,1500000US170312513002,17,031,251300,2
1347,1500000US170312513005,17,031,251300,5
1126,1500000US170312513001,17,031,251300,1
807,1500000US170312513003,17,031,251300,3
991,1500000US170312513004,17,031,251300,4
1369,1500000US170312514003,17,031,251400,3
684,1500000US170312514001,17,031,251400,1
707,1500000US170312514002,17,031,251400,2
1226,1500000US170312514004,17,031,251400,4
913,1500000US170312515001,17,031,251500,1
1672,1500000US170312515004,17,031,251500,4
857,1500000US170312515002,17,031,251500,2
900,1500000US170312515003,17,031,251500,3
1197,1500000US170312516003,17,031,251600,3
1289,1500000US170312516001,17,031,251600,1
1036,1500000US170312516002,17,031,251600,2
1347,1500000US170312517001,17,031,251700,1
1037,1500000US170312518002,17,031,251800,2
1108,1500000US170312518001,17,031,251800,1
956,1500000US170312518003,17,031,251800,3
749,1500000US170312518004,17,031,251800,4
1251,1500000US170312518005,17,031,251800,5
762,1500000US170312519001,17,031,251900,1
1395,1500000US170312519002,17,031,251900,2
1220,1500000US170312519003,17,031,251900,3
2010,1500000US170312519004,17,031,251900,4
737,1500000US170312520001,17,031,252000,1
1956,1500000US170312520002,17,031,252000,2
1714,1500000US170312520003,17,031,252000,3
1239,1500000US170312520004,17,031,252000,4
1502,1500000US170312521011,17,031,252101,1
1207,1500000US170312521024,17,031,252102,4
1701,1500000US170312521021,17,031,252102,1
1536,1500000US170312521022,17,031,252102,2
1743,1500000US170312521023,17,031,252102,3
1354,1500000US170312522013,17,031,252201,3
837,1500000US170312522011,17,031,252201,1
749,1500000US170312522012,17,031,252201,2
1050,1500000US170312522023,17,031,252202,3
845,1500000US170312522021,17,031,252202,1
986,1500000US170312522022,17,031,252202,2
751,1500000US170312522024,17,031,252202,4
1151,1500000US170312522025,17,031,252202,5
1477,1500000US170312601001,17,031,260100,1
1054,1500000US170312602001,17,031,260200,1
1528,1500000US170312603001,17,031,260300,1
1398,1500000US170312604001,17,031,260400,1
1833,1500000US170312605001,17,031,260500,1
888,1500000US170312606001,17,031,260600,1
1226,1500000US170312606002,17,031,260600,2
1201,1500000US170312607002,17,031,260700,2
490,1500000US170312607001,17,031,260700,1
1059,1500000US170312608001,17,031,260800,1
1212,1500000US170312608002,17,031,260800,2
1201,1500000US170312609001,17,031,260900,1
577,1500000US170312609002,17,031,260900,2
1171,1500000US170312610002,17,031,261000,2
1118,1500000US170312610001,17,031,261000,1
1619,1500000US170312705001,17,031,270500,1
1172,1500000US170312712001,17,031,271200,1
1060,1500000US170312713001,17,031,271300,1
1535,1500000US170312714001,17,031,271400,1
1373,1500000US170312715001,17,031,271500,1
976,1500000US170312718001,17,031,271800,1
3852,1500000US170312801002,17,031,280100,2
1982,1500000US170312801001,17,031,280100,1
1587,1500000US170312801003,17,031,280100,3
1231,1500000US170312804001,17,031,280400,1
1198,1500000US170312808001,17,031,280800,1
1077,1500000US170312809001,17,031,280900,1
1688,1500000US170312819002,17,031,281900,2
2765,1500000US170312819001,17,031,281900,1
2578,1500000US170312819003,17,031,281900,3
1446,1500000US170312827002,17,031,282700,2
1112,1500000US170312827001,17,031,282700,1
1634,1500000US170312828001,17,031,282800,1
1176,1500000US170312831001,17,031,283100,1
1541,1500000US170312831002,17,031,283100,2
1670,1500000US170312832001,17,031,283200,1
614,1500000US170312838001,17,031,283800,1
2729,1500000US170312838002,17,031,283800,2
956,1500000US170312909001,17,031,290900,1
924,1500000US170312909002,17,031,290900,2
966,1500000US170312909003,17,031,290900,3
1129,1500000US170312909004,17,031,290900,4
1202,1500000US170312912001,17,031,291200,1
1084,1500000US170312912002,17,031,291200,2
874,1500000US170312916001,17,031,291600,1
898,1500000US170312922001,17,031,292200,1
1260,1500000US170312922002,17,031,292200,2
784,1500000US170312922003,17,031,292200,3
920,1500000US170312924001,17,031,292400,1
1121,1500000US170312924002,17,031,292400,2
1244,1500000US170312925001,17,031,292500,1
1169,1500000US170312925002,17,031,292500,2
1644,1500000US170312925003,17,031,292500,3
857,1500000US170313005001,17,031,300500,1
2386,1500000US170313005002,17,031,300500,2
1803,1500000US170313006002,17,031,300600,2
1450,1500000US170313006001,17,031,300600,1
1361,1500000US170313007003,17,031,300700,3
2120,1500000US170313007001,17,031,300700,1
1317,1500000US170313007002,17,031,300700,2
1913,1500000US170313008001,17,031,300800,1
2223,1500000US170313008002,17,031,300800,2
1652,1500000US170313009001,17,031,300900,1
977,1500000US170313009003,17,031,300900,3
1924,1500000US170313009002,17,031,300900,2
1232,1500000US170313011001,17,031,301100,1
1091,1500000US170313011002,17,031,301100,2
1180,1500000US170313012001,17,031,301200,1
860,1500000US170313012002,17,031,301200,2
2047,1500000US170313012003,17,031,301200,3
2512,1500000US170313016001,17,031,301600,1
2483,1500000US170313016002,17,031,301600,2
1384,1500000US170313017012,17,031,301701,2
1339,1500000US170313017011,17,031,301701,1
1556,1500000US170313017013,17,031,301701,3
1472,1500000US170313017022,17,031,301702,2
1290,1500000US170313017021,17,031,301702,1
1359,1500000US170313017023,17,031,301702,3
1263,1500000US170313018011,17,031,301801,1
2684,1500000US170313018012,17,031,301801,2
1292,1500000US170313018022,17,031,301802,2
756,1500000US170313018021,17,031,301802,1
1328,1500000US170313018023,17,031,301802,3
2320,1500000US170313018032,17,031,301803,2
1046,1500000US170313018033,17,031,301803,3
1741,1500000US170313018031,17,031,301803,1
840,1500000US170313102002,17,031,310200,2
748,1500000US170313102001,17,031,310200,1
1767,1500000US170313103001,17,031,310300,1
1375,1500000US170313104001,17,031,310400,1
1399,1500000US170313105001,17,031,310500,1
1893,1500000US170313106003,17,031,310600,3
2049,1500000US170313106001,17,031,310600,1
1556,1500000US170313106002,17,031,310600,2
1700,1500000US170313107001,17,031,310700,1
971,1500000US170313108001,17,031,310800,1
916,1500000US170313108002,17,031,310800,2
2288,1500000US170313108003,17,031,310800,3
1534,1500000US170313109001,17,031,310900,1
1504,1500000US170313109002,17,031,310900,2
1743,1500000US170313109003,17,031,310900,3
3332,1500000US170313201011,17,031,320101,1
75,1500000US170313201012,17,031,320101,2
2856,1500000US170313201013,17,031,320101,3
3269,1500000US170313201014,17,031,320101,4
3911,1500000US170313201021,17,031,320102,1
935,1500000US170313201022,17,031,320102,2
2856,1500000US170313204001,17,031,320400,1
2716,1500000US170313206001,17,031,320600,1
3679,1500000US170313206002,17,031,320600,2
1898,1500000US170313301011,17,031,330101,1
2694,1500000US170313301012,17,031,330101,2
1378,1500000US170313301024,17,031,330102,4
1482,1500000US170313301021,17,031,330102,1
4439,1500000US170313301022,17,031,330102,2
3512,1500000US170313301023,17,031,330102,3
3037,1500000US170313301033,17,031,330103,3
2518,1500000US170313301031,17,031,330103,1
2693,1500000US170313301032,17,031,330103,2
1140,1500000US170313302001,17,031,330200,1
2868,1500000US170313302002,17,031,330200,2
1865,1500000US170313403001,17,031,340300,1
1844,1500000US170313404001,17,031,340400,1
1629,1500000US170313405001,17,031,340500,1
1151,1500000US170313406001,17,031,340600,1
1343,1500000US170313501002,17,031,350100,2
885,1500000US170313501001,17,031,350100,1
1512,1500000US170313504001,17,031,350400,1
936,1500000US170313510002,17,031,351000,2
517,1500000US170313510001,17,031,351000,1
2187,1500000US170313510003,17,031,351000,3
2028,1500000US170313511002,17,031,351100,2
10,1500000US170313511001,17,031,351100,1
1392,1500000US170313514001,17,031,351400,1
689,1500000US170313515002,17,031,351500,2
134,1500000US170313515001,17,031,351500,1
1651,1500000US170313602001,17,031,360200,1
2207,1500000US170313801001,17,031,380100,1
2408,1500000US170313802001,17,031,380200,1
1060,1500000US170313806002,17,031,380600,2
804,1500000US170313806001,17,031,380600,1
1438,1500000US170313806003,17,031,380600,3
645,1500000US170313806004,17,031,380600,4
677,1500000US170313812001,17,031,381200,1
1400,1500000US170313812002,17,031,381200,2
1796,1500000US170313814001,17,031,381400,1
667,1500000US170313815001,17,031,381500,1
18,1500000US170313817001,17,031,381700,1
541,1500000US170313818002,17,031,381800,2
921,1500000US170313818001,17,031,381800,1
519,1500000US170313819001,17,031,381900,1
587,1500000US170313819002,17,031,381900,2
1553,1500000US170313901001,17,031,390100,1
919,1500000US170313902002,17,031,390200,2
964,1500000US170313902001,17,031,390200,1
854,1500000US170313903001,17,031,390300,1
1763,1500000US170313903002,17,031,390300,2
1412,1500000US170313904001,17,031,390400,1
1459,1500000US170313904002,17,031,390400,2
1666,1500000US170313905001,17,031,390500,1
862,1500000US170313906001,17,031,390600,1
1132,1500000US170313906002,17,031,390600,2
1872,1500000US170313907001,17,031,390700,1
1480,1500000US170313907002,17,031,390700,2
3180,1500000US170313907003,17,031,390700,3
1504,1500000US170314003001,17,031,400300,1
1212,1500000US170314004001,17,031,400400,1
783,1500000US170314004002,17,031,400400,2
1217,1500000US170314005001,17,031,400500,1
1155,1500000US170314005002,17,031,400500,2
1397,1500000US170314008001,17,031,400800,1
1781,1500000US170314008002,17,031,400800,2
933,1500000US170314101001,17,031,410100,1
1339,1500000US170314101002,17,031,410100,2
1165,1500000US170314102001,17,031,410200,1
1383,1500000US170314105001,17,031,410500,1
1539,1500000US170314105002,17,031,410500,2
1253,1500000US170314106001,17,031,410600,1
1118,1500000US170314106002,17,031,410600,2
2399,1500000US170314107001,17,031,410700,1
1261,1500000US170314108001,17,031,410800,1
1732,1500000US170314108002,17,031,410800,2
693,1500000US170314109002,17,031,410900,2
934,1500000US170314109001,17,031,410900,1
2043,1500000US170314109003,17,031,410900,3
590,1500000US170314110002,17,031,411000,2
1330,1500000US170314110001,17,031,411000,1
1982,1500000US170314110003,17,031,411000,3
1307,1500000US170314111002,17,031,411100,2
1072,1500000US170314111001,17,031,411100,1
565,1500000US170314112002,17,031,411200,2
1148,1500000US170314112001,17,031,411200,1
1642,1500000US170314201001,17,031,420100,1
1781,1500000US170314202001,17,031,420200,1
2818,1500000US170314203001,17,031,420300,1
1544,1500000US170314204001,17,031,420400,1
1103,1500000US170314205002,17,031,420500,2
950,1500000US170314205001,17,031,420500,1
1419,1500000US170314206001,17,031,420600,1
1105,1500000US170314206002,17,031,420600,2
472,1500000US170314207001,17,031,420700,1
556,1500000US170314207004,17,031,420700,4
441,1500000US170314207002,17,031,420700,2
931,1500000US170314207003,17,031,420700,3
621,1500000US170314207005,17,031,420700,5
1182,1500000US170314208002,17,031,420800,2
1275,1500000US170314208001,17,031,420800,1
785,1500000US170314212002,17,031,421200,2
620,1500000US170314212001,17,031,421200,1
863,1500000US170314301013,17,031,430101,3
757,1500000US170314301011,17,031,430101,1
1130,1500000US170314301012,17,031,430101,2
1341,1500000US170314301014,17,031,430101,4
763,1500000US170314301022,17,031,430102,2
1161,1500000US170314301021,17,031,430102,1
1180,1500000US170314301023,17,031,430102,3
638,1500000US170314302002,17,031,430200,2
1561,1500000US170314302005,17,031,430200,5
629,1500000US170314302001,17,031,430200,1
911,1500000US170314302003,17,031,430200,3
1347,1500000US170314302004,17,031,430200,4
705,1500000US170314303002,17,031,430300,2
1227,1500000US170314303001,17,031,430300,1
626,1500000US170314303003,17,031,430300,3
736,1500000US170314304001,17,031,430400,1
914,1500000US170314304002,17,031,430400,2
717,1500000US170314304003,17,031,430400,3
664,1500000US170314304004,17,031,430400,4
1528,1500000US170314305001,17,031,430500,1
1420,1500000US170314305002,17,031,430500,2
1150,1500000US170314305003,17,031,430500,3
548,1500000US170314306001,17,031,430600,1
1122,1500000US170314306002,17,031,430600,2
1123,1500000US170314307001,17,031,430700,1
1052,1500000US170314307002,17,031,430700,2
863,1500000US170314308001,17,031,430800,1
999,1500000US170314308002,17,031,430800,2
1086,1500000US170314309001,17,031,430900,1
711,1500000US170314309002,17,031,430900,2
1539,1500000US170314312001,17,031,431200,1
1359,1500000US170314312002,17,031,431200,2
1560,1500000US170314313012,17,031,431301,2
509,1500000US170314313011,17,031,431301,1
1521,1500000US170314313013,17,031,431301,3
1330,1500000US170314313021,17,031,431302,1
1203,1500000US170314313022,17,031,431302,2
1818,1500000US170314313023,17,031,431302,3
1543,1500000US170314314001,17,031,431400,1
1462,1500000US170314314004,17,031,431400,4
1767,1500000US170314314002,17,031,431400,2
1944,1500000US170314314003,17,031,431400,3
414,1500000US170314401013,17,031,440101,3
1359,1500000US170314401011,17,031,440101,1
888,1500000US170314401012,17,031,440101,2
1510,1500000US170314401014,17,031,440101,4
626,1500000US170314401022,17,031,440102,2
1207,1500000US170314401021,17,031,440102,1
864,1500000US170314401023,17,031,440102,3
936,1500000US170314401024,17,031,440102,4
1310,1500000US170314402011,17,031,440201,1
720,1500000US170314402013,17,031,440201,3
1470,1500000US170314402012,17,031,440201,2
1554,1500000US170314402014,17,031,440201,4
1687,1500000US170314402022,17,031,440202,2
1178,1500000US170314402021,17,031,440202,1
660,1500000US170314402023,17,031,440202,3
1335,1500000US170314403002,17,031,440300,2
1015,1500000US170314403005,17,031,440300,5
691,1500000US170314403001,17,031,440300,1
638,1500000US170314403003,17,031,440300,3
998,1500000US170314403004,17,031,440300,4
849,1500000US170314406001,17,031,440600,1
1147,1500000US170314406002,17,031,440600,2
725,1500000US170314407001,17,031,440700,1
772,1500000US170314407002,17,031,440700,2
826,1500000US170314408002,17,031,440800,2
794,1500000US170314408001,17,031,440800,1
702,1500000US170314409002,17,031,440900,2
919,1500000US170314409001,17,031,440900,1
841,1500000US170314409003,17,031,440900,3
648,1500000US170314503002,17,031,450300,2
1163,1500000US170314503001,17,031,450300,1
849,1500000US170314503003,17,031,450300,3
592,1500000US170314503004,17,031,450300,4
860,1500000US170314601001,17,031,460100,1
611,1500000US170314601002,17,031,460100,2
613,1500000US170314601003,17,031,460100,3
756,1500000US170314601004,17,031,460100,4
786,1500000US170314602001,17,031,460200,1
1162,1500000US170314602002,17,031,460200,2
1137,1500000US170314603011,17,031,460301,1
912,1500000US170314603012,17,031,460301,2
938,1500000US170314603013,17,031,460301,3
671,1500000US170314603021,17,031,460302,1
711,1500000US170314603022,17,031,460302,2
719,1500000US170314603023,17,031,460302,3
1181,1500000US170314603024,17,031,460302,4
1163,1500000US170314604001,17,031,460400,1
611,1500000US170314604002,17,031,460400,2
725,1500000US170314604003,17,031,460400,3
912,1500000US170314604004,17,031,460400,4
730,1500000US170314605001,17,031,460500,1
636,1500000US170314605004,17,031,460500,4
1022,1500000US170314605007,17,031,460500,7
652,1500000US170314605002,17,031,460500,2
962,1500000US170314605003,17,031,460500,3
696,1500000US170314605005,17,031,460500,5
702,1500000US170314605006,17,031,460500,6
1173,1500000US170314608003,17,031,460800,3
632,1500000US170314608001,17,031,460800,1
766,1500000US170314608002,17,031,460800,2
1068,1500000US170314608004,17,031,460800,4
1460,1500000US170314610001,17,031,461000,1
1229,1500000US170314701001,17,031,470100,1
1298,1500000US170314701002,17,031,470100,2
956,1500000US170314801001,17,031,480100,1
1045,1500000US170314801002,17,031,480100,2
545,1500000US170314802002,17,031,480200,2
558,1500000US170314802001,17,031,480200,1
1348,1500000US170314803001,17,031,480300,1
782,1500000US170314804002,17,031,480400,2
612,1500000US170314804005,17,031,480400,5
812,1500000US170314804007,17,031,480400,7
797,1500000US170314804004,17,031,480400,4
839,1500000US170314804001,17,031,480400,1
1060,1500000US170314804003,17,031,480400,3
748,1500000US170314804006,17,031,480400,6
1009,1500000US170314805003,17,031,480500,3
1112,1500000US170314805001,17,031,480500,1
865,1500000US170314805002,17,031,480500,2
1017,1500000US170314902003,17,031,490200,3
1136,1500000US170314902001,17,031,490200,1
887,1500000US170314902002,17,031,490200,2
910,1500000US170314905001,17,031,490500,1
1085,1500000US170314905002,17,031,490500,2
1443,1500000US170314906001,17,031,490600,1
1257,1500000US170314907003,17,031,490700,3
815,1500000US170314907001,17,031,490700,1
584,1500000US170314907002,17,031,490700,2
794,1500000US170314908003,17,031,490800,3
635,1500000US170314908005,17,031,490800,5
755,1500000US170314908001,17,031,490800,1
719,1500000US170314908002,17,031,490800,2
599,1500000US170314908004,17,031,490800,4
964,1500000US170314909013,17,031,490901,3
1420,1500000US170314909011,17,031,490901,1
1019,1500000US170314909012,17,031,490901,2
856,1500000US170314909021,17,031,490902,1
1796,1500000US170314909022,17,031,490902,2
1233,1500000US170314909023,17,031,490902,3
762,1500000US170314909024,17,031,490902,4
846,1500000US170314910001,17,031,491000,1
871,1500000US170314910002,17,031,491000,2
1211,1500000US170314910003,17,031,491000,3
879,1500000US170314910004,17,031,491000,4
593,1500000US170314911001,17,031,491100,1
692,1500000US170314911002,17,031,491100,2
753,1500000US170314911003,17,031,491100,3
1211,1500000US170314911004,17,031,491100,4
830,1500000US170314911005,17,031,491100,5
800,1500000US170314912001,17,031,491200,1
650,1500000US170314912002,17,031,491200,2
569,1500000US170314912003,17,031,491200,3
420,1500000US170314913002,17,031,491300,2
573,1500000US170314913001,17,031,491300,1
457,1500000US170314913003,17,031,491300,3
573,1500000US170314913004,17,031,491300,4
751,1500000US170314914001,17,031,491400,1
1097,1500000US170314914003,17,031,491400,3
745,1500000US170314914002,17,031,491400,2
736,1500000US170315001003,17,031,500100,3
681,1500000US170315001001,17,031,500100,1
657,1500000US170315001002,17,031,500100,2
1471,1500000US170315001004,17,031,500100,4
